1,5345,SERPINF2,serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 2,17
4898,148327,CREB3L4,cAMP responsive element binding protein 3-like 4,1
4899,1741,DLG3,discs, large homolog 3 (Drosophila),X
4900,58488,PCTP,phosphatidylcholine transfer protein,17
4901,51763,INPP5K,inositol polyphosphate-5-phosphatase K,17
4902,100128731,OST4,oligosaccharyltransferase 4 homolog (S. cerevisiae),2
4903,353513,VCY1B,variable charge, Y-linked 1B,Y
4904,126917,IFFO2,intermediate filament family orphan 2,1
4905,7090,TLE3,transducin-like enhancer of split 3,15
4906,4439,MSH5,mutS homolog 5,6
4907,54461,FBXW5,F-box and WD repeat domain containing 5,9
4908,245930,DEFB116,defensin, beta 116,20
4909,1009,CDH11,cadherin 11, type 2, OB-cadherin (osteoblast),16
4910,3820,KLRB1,killer cell lectin-like receptor subfamily B, member 1,12
4911,53842,CLDN22,claudin 22,4
4912,9942,XYLB,xylulokinase homolog (H. influenzae),3
4913,1153,CIRBP,cold inducible RNA binding protein,19
4914,23659,PLA2G15,phospholipase A2, group XV,16
4915,84056,KATNAL1,katanin p60 subunit A-like 1,13
4916,344191,EVX2,even-skipped homeobox 2,2
4917,29781,NCAPH2,non-SMC condensin II complex, subunit H2,22
4918,23040,MYT1L,myelin transcription factor 1-like,2
4919,134553,C5orf24,chromosome 5 open reading frame 24,5
4920,6518,SLC2A5,solute carrier family 2 (facilitated glucose/fructose transporter), member 5,1
4921,196385,DNAH10,dynein, axonemal, heavy chain 10,12
4922,152485,ZNF827,zinc finger protein 827,4
4923,5899,RALB,v-ral simian leukemia viral oncogene homolog B,2
4924,285659,OR2V2,olfactory receptor, family 2, subfamily V, member 2,5
4925,9354,UBE4A,ubiquitination factor E4A,11
4926,2629,GBA,glucosidase, beta, acid,1
4927,128408,BHLHE23,basic helix-loop-helix family, member e23,20
4928,8751,ADAM15,ADAM metallopeptidase domain 15,1
4929,51008,ASCC1,activating signal cointegrator 1 complex subunit 1,10
4930,119016,AGAP4,ArfGAP with GTPase domain, ankyrin repeat and PH domain 4,10
4931,285636,C5orf51,chromosome 5 open reading frame 51,5
4932,7978,MTERF1,mitochondrial transcription termination factor 1,7
4933,83889,WDR87,WD repeat domain 87,19
4934,282969,FUOM,fucose mutarotase,10
4935,5327,PLAT,plasminogen activator, tissue,8
4936,64122,FN3K,fructosamine 3 kinase,17
4937,55349,CHDH,choline dehydrogenase,3
4938,729857,RGPD2,RANBP2-like and GRIP domain containing 2,2
4939,124535,HSF5,heat shock transcription factor family member 5,17
4940,4708,NDUFB2,NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 2, 8kDa,7
4941,3065,HDAC1,histone deacetylase 1,1
4942,8087,FXR1,fragile X mental retardation, autosomal homolog 1,3
4943,79862,ZNF669,zinc finger protein 669,1
4944,9187,SLC24A1,solute carrier family 24 (sodium/potassium/calcium exchanger), member 1,15
4945,414,ARSD,arylsulfatase D,X
4946,373863,DND1,DND microRNA-mediated repression inhibitor 1,5
4947,22904,SBNO2,strawberry notch homolog 2 (Drosophila),19
4948,6787,NEK4,NIMA-related kinase 4,3
4949,55182,RNF220,ring finger protein 220,1
4950,10242,KCNMB2,potassium channel subfamily M regulatory beta subunit 2,3
4951,283078,MKX,mohawk homeobox,10
4952,341418,OR6C4,olfactory receptor, family 6, subfamily C, member 4,12
4953,8615,USO1,USO1 vesicle transport factor,4
4954,132946,ARL9,ADP-ribosylation factor-like 9,4
4955,105370720,LOC105370720,uncharacterized LOC105370720,15
4956,375323,LHFPL4,lipoma HMGIC fusion partner-like 4,3
4957,283254,HARBI1,harbinger transposase derived 1,11
4958,135644,TRIM40,tripartite motif containing 40,6
4959,10694,CCT8,chaperonin containing TCP1, subunit 8 (theta),21
4960,3953,LEPR,leptin receptor,1
4961,147872,CCDC155,coiled-coil domain containing 155,19
4962,10075,HUWE1,HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase,X
4963,1302,COL11A2,collagen, type XI, alpha 2,6
4964,51324,SPG21,spastic paraplegia 21 (autosomal recessive, Mast syndrome),15
4965,100529257,SYNJ2BP-COX16,SYNJ2BP-COX16 readthrough,14
4966,375775,PNPLA7,patatin-like phospholipase domain containing 7,9
4967,683,BST1,bone marrow stromal cell antigen 1,4
4968,57446,NDRG3,NDRG family member 3,20
4969,105370553,LOC105370553,uncharacterized LOC105370553,14
4970,105371191,LOC105371191,uncharacterized LOC105371191,16
4971,29914,UBIAD1,UbiA prenyltransferase domain containing 1,1
4972,23189,KANK1,KN motif and ankyrin repeat domains 1,9
4973,6651,SON,SON DNA binding protein,21
4974,56673,C11orf16,chromosome 11 open reading frame 16,11
4975,3381,IBSP,integrin-binding sialoprotein,4
4976,401207,C5orf63,chromosome 5 open reading frame 63,5
4977,80162,ATHL1,ATH1, acid trehalase-like 1 (yeast),11
4978,2762,GMDS,GDP-mannose 4,6-dehydratase,6
4979,8884,SLC5A6,solute carrier family 5 (sodium/multivitamin and iodide cotransporter), member 6,2
4980,111,ADCY5,adenylate cyclase 5,3
4981,51157,ZNF580,zinc finger protein 580,19
4982,5460,POU5F1,POU class 5 homeobox 1,6
4983,4841,NONO,non-POU domain containing, octamer-binding,X
4984,54879,ST7L,suppression of tumorigenicity 7 like,1
4985,10963,STIP1,stress-induced phosphoprotein 1,11
4986,1571,CYP2E1,cytochrome P450, family 2, subfamily E, polypeptide 1,10
4987,105378056,LOC105378056,uncharacterized LOC105378056,6
4988,54979,HRASLS2,HRAS-like suppressor 2,11
4989,7539,ZFP37,ZFP37 zinc finger protein,9
4990,83450,LRRC48,leucine rich repeat containing 48,17
4991,6920,TCEA3,transcription elongation factor A (SII), 3,1
4992,7429,VIL1,villin 1,2
4993,89839,ARHGAP11B,Rho GTPase activating protein 11B,15
4994,81050,OR5AC2,olfactory receptor, family 5, subfamily AC, member 2,3
4995,10391,CORO2B,coronin, actin binding protein, 2B,15
4996,728042,CT47A9,cancer/testis antigen family 47, member A9,X
4997,122704,MRPL52,mitochondrial ribosomal protein L52,14
4998,9772,KIAA0195,KIAA0195,17
4999,2023,ENO1,enolase 1, (alpha),1
5000,11079,RER1,retention in endoplasmic reticulum sorting receptor 1,1
5001,128826,MIR1-1HG,MIR1-1 host gene,20
5002,92675,DTD1,D-tyrosyl-tRNA deacylase 1,20
5003,84926,SPRYD3,SPRY domain containing 3,12
5004,6348,CCL3,chemokine (C-C motif) ligand 3,17
5005,387700,SLC16A12,solute carrier family 16, member 12,10
5006,100291323,LOC100291323,uncharacterized LOC100291323,X
5007,5729,PTGDR,prostaglandin D2 receptor (DP),14
5008,220323,OAF,OAF homolog (Drosophila),11
5009,3078,CFHR1,complement factor H-related 1,1
5010,10208,USPL1,ubiquitin specific peptidase like 1,13
5011,1435,CSF1,colony stimulating factor 1 (macrophage),1
5012,349149,GJC3,gap junction protein, gamma 3, 30.2kDa,7
5013,163786,SASS6,spindle assembly 6 homolog (C. elegans),1
5014,816,CAMK2B,calcium/calmodulin-dependent protein kinase II beta,7
5015,57579,FAM135A,family with sequence similarity 135, member A,6
5016,50854,C6orf48,chromosome 6 open reading frame 48,6
5017,23322,RPGRIP1L,RPGRIP1-like,16
5018,401024,FSIP2,fibrous sheath interacting protein 2,2
5019,123970,C16orf78,chromosome 16 open reading frame 78,16
5020,5157,PDGFRL,platelet-derived growth factor receptor-like,8
5021,56203,LMOD3,leiomodin 3 (fetal),3
5022,11279,KLF8,Kruppel-like factor 8,X
5023,101060026,LOC101060026,coiled-coil domain-containing protein 29-like,9
5024,6880,TAF9,TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 32kDa,5
5025,1268,CNR1,cannabinoid receptor 1 (brain),6
5026,80311,KLHL15,kelch-like family member 15,X
5027,56918,C2orf83,chromosome 2 open reading frame 83,2
5028,9636,ISG15,ISG15 ubiquitin-like modifier,1
5029,2911,GRM1,glutamate receptor, metabotropic 1,6
5030,79692,ZNF322,zinc finger protein 322,6
5031,100329135,TRPC5OS,TRPC5 opposite strand,X
5032,389207,GRXCR1,glutaredoxin, cysteine rich 1,4
5033,5593,PRKG2,protein kinase, cGMP-dependent, type II,4
5034,55631,LRRC40,leucine rich repeat containing 40,1
5035,124801,LSM12,LSM12 homolog (S. cerevisiae),17
5036,116028,RMI2,RecQ mediated genome instability 2,16
5037,4990,SIX6,SIX homeobox 6,14
5038,55012,PPP2R3C,protein phosphatase 2, regulatory subunit B'', gamma,14
5039,728358,DEFA1B,defensin, alpha 1B,8
5040,26610,ELP4,elongator acetyltransferase complex subunit 4,11
5041,11096,ADAMTS5,ADAM metallopeptidase with thrombospondin type 1 motif, 5,21
5042,2323,FLT3LG,fms-related tyrosine kinase 3 ligand,19
5043,8445,DYRK2,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2,12
5044,51742,ARID4B,AT rich interactive domain 4B (RBP1-like),1
5045,5876,RABGGTB,Rab geranylgeranyltransferase, beta subunit,1
5046,94015,TTYH2,tweety family member 2,17
5047,390667,PTX4,pentraxin 4, long,16
5048,149466,C1orf210,chromosome 1 open reading frame 210,1
5049,84623,KIRREL3,kin of IRRE like 3 (Drosophila),11
5050,337978,KRTAP21-2,keratin associated protein 21-2,21
5051,100528032,KLRC4-KLRK1,KLRC4-KLRK1 readthrough,12
5052,7069,THRSP,thyroid hormone responsive,11
5053,57091,CASS4,Cas scaffolding protein family member 4,20
5054,221044,UCMA,upper zone of growth plate and cartilage matrix associated,10
5055,245909,DEFB106A,defensin, beta 106A,8
5056,10524,KAT5,K(lysine) acetyltransferase 5,11
5057,3799,KIF5B,kinesin family member 5B,10
5058,594855,CPLX3,complexin 3,15
5059,390790,ARL5C,ADP-ribosylation factor-like 5C,17
5060,283358,B4GALNT3,beta-1,4-N-acetyl-galactosaminyl transferase 3,12
5061,9905,SGSM2,small G protein signaling modulator 2,17
5062,132204,SYNPR,synaptoporin,3
5063,285782,CAGE1,cancer antigen 1,6
5064,513,ATP5D,ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit,19
5065,126308,MOB3A,MOB kinase activator 3A,19
5066,105370399,LOC105370399,uncharacterized LOC105370399,14
5067,401565,FAM166A,family with sequence similarity 166, member A,9
5068,399697,CTXN2,cortexin 2,15
5069,5878,RAB5C,RAB5C, member RAS oncogene family,17
5070,55900,ZNF302,zinc finger protein 302,19
5071,122664,TPPP2,tubulin polymerization-promoting protein family member 2,14
5072,3211,HOXB1,homeobox B1,17
5073,9333,TGM5,transglutaminase 5,15
5074,2592,GALT,galactose-1-phosphate uridylyltransferase,9
5075,102724279,LOC102724279,uncharacterized LOC102724279,19
5076,128387,TATDN3,TatD DNase domain containing 3,1
5077,105372478,LOC105372478,taste receptor type 1 member 2-like,19
5078,8714,ABCC3,ATP-binding cassette, sub-family C (CFTR/MRP), member 3,17
5079,965,CD58,CD58 molecule,1
5080,131096,KCNH8,potassium channel, voltage gated eag related subfamily H, member 8,3
5081,23471,TRAM1,translocation associated membrane protein 1,8
5082,7957,EPM2A,epilepsy, progressive myoclonus type 2A, Lafora disease (laforin),6
5083,100133053,CXorf51B,chromosome X open reading frame 51B,X
5084,5290,PIK3CA,phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha,3
5085,55312,RFK,riboflavin kinase,9
5086,3766,KCNJ10,potassium channel, inwardly rectifying subfamily J, member 10,1
5087,79825,EFCC1,EF-hand and coiled-coil domain containing 1,3
5088,9166,EBAG9,estrogen receptor binding site associated, antigen, 9,8
5089,377,ARF3,ADP-ribosylation factor 3,12
5090,339318,ZNF181,zinc finger protein 181,19
5091,22883,CLSTN1,calsyntenin 1,1
5092,338699,ANKRD42,ankyrin repeat domain 42,11
5093,55764,IFT122,intraflagellar transport 122,3
5094,4099,MAG,myelin associated glycoprotein,19
5095,55145,THAP1,THAP domain containing, apoptosis associated protein 1,8
5096,11245,GPR176,G protein-coupled receptor 176,15
5097,8578,SCARF1,scavenger receptor class F, member 1,17
5098,286058,LOC286058,uncharacterized LOC286058,8
5099,105379472,LOC105379472,serine/arginine repetitive matrix protein 3-like,16
5100,100133941,CD24,CD24 molecule,6
5101,57224,NHSL1,NHS-like 1,6
5102,10657,KHDRBS1,KH domain containing, RNA binding, signal transduction associated 1,1
5103,3932,LCK,LCK proto-oncogene, Src family tyrosine kinase,1
5104,126205,NLRP8,NLR family, pyrin domain containing 8,19
5105,57552,NCEH1,neutral cholesterol ester hydrolase 1,3
5106,10054,UBA2,ubiquitin-like modifier activating enzyme 2,19
5107,1265,CNN2,calponin 2,19
5108,51303,FKBP11,FK506 binding protein 11, 19 kDa,12
5109,100996761,LOC100996761,uncharacterized LOC100996761,1
5110,105378900,LOC105378900,uncharacterized LOC105378900,1
5111,51207,DUSP13,dual specificity phosphatase 13,10
5112,662,BNIP1,BCL2/adenovirus E1B 19kDa interacting protein 1,5
5113,57409,MIF4GD,MIF4G domain containing,17
5114,84168,ANTXR1,anthrax toxin receptor 1,2
5115,388585,HES5,hes family bHLH transcription factor 5,1
5116,29893,PSMC3IP,PSMC3 interacting protein,17
5117,23152,CIC,capicua transcriptional repressor,19
5118,56652,C10orf2,chromosome 10 open reading frame 2,10
5119,143502,OR52I2,olfactory receptor, family 52, subfamily I, member 2,11
5120,6011,GRK1,G protein-coupled receptor kinase 1,13
5121,56033,BARX1,BARX homeobox 1,9
5122,105373987,LOC105373987,uncharacterized LOC105373987,2
5123,3344,FOXN2,forkhead box N2,2
5124,102725031,LOC102725031,leukocyte immunoglobulin-like receptor subfamily B member 3,19
5125,219986,OR4D11,olfactory receptor, family 4, subfamily D, member 11,11
5126,392307,FAM221B,family with sequence similarity 221, member B,9
5127,54014,BRWD1,bromodomain and WD repeat domain containing 1,21
5128,402682,UFSP1,UFM1-specific peptidase 1 (non-functional),7
5129,2741,GLRA1,glycine receptor, alpha 1,5
5130,566,AZU1,azurocidin 1,19
5131,8863,PER3,period circadian clock 3,1
5132,92369,SPSB4,splA/ryanodine receptor domain and SOCS box containing 4,3
5133,390061,OR51Q1,olfactory receptor, family 51, subfamily Q, member 1 (gene/pseudogene),11
5134,64853,AIDA,axin interactor, dorsalization associated,1
5135,105376066,LOC105376066,uncharacterized LOC105376066,9
5136,84072,HORMAD1,HORMA domain containing 1,1
5137,135892,TRIM50,tripartite motif containing 50,7
5138,54842,MFSD6,major facilitator superfamily domain containing 6,2
5139,10098,TSPAN5,tetraspanin 5,4
5140,10942,PRSS21,protease, serine, 21 (testisin),16
5141,2153,F5,coagulation factor V (proaccelerin, labile factor),1
5142,339451,KLHL17,kelch-like family member 17,1
5143,105378145,LOC105378145,uncharacterized LOC105378145,6
5144,105371420,LOC105371420,uncharacterized LOC105371420,1
5145,23016,EXOSC7,exosome component 7,3
5146,7518,XRCC4,X-ray repair complementing defective repair in Chinese hamster cells 4,5
5147,6534,SLC6A7,solute carrier family 6 (neurotransmitter transporter), member 7,5
5148,353322,ANKRD37,ankyrin repeat domain 37,4
5149,105377542,LOC105377542,uncharacterized LOC105377542,4
5150,4232,MEST,mesoderm specific transcript,7
5151,55294,FBXW7,F-box and WD repeat domain containing 7, E3 ubiquitin protein ligase,4
5152,343173,OR2T3,olfactory receptor, family 2, subfamily T, member 3,1
5153,134701,RIPPLY2,ripply transcriptional repressor 2,6
5154,140823,ROMO1,reactive oxygen species modulator 1,20
5155,154214,RNF217,ring finger protein 217,6
5156,84889,SLC7A3,solute carrier family 7 (cationic amino acid transporter, y+ system), member 3,X
5157,388282,LOC388282,uncharacterized LOC388282,16
5158,6327,SCN2B,sodium channel, voltage gated, type II beta subunit,11
5159,65122,PRAMEF2,PRAME family member 2,1
5160,105376351,LOC105376351,uncharacterized LOC105376351,10
5161,5708,PSMD2,proteasome (prosome, macropain) 26S subunit, non-ATPase, 2,3
5162,170487,ACTL10,actin-like 10,20
5163,27328,PCDH11X,protocadherin 11 X-linked,X
5164,4065,LY75,lymphocyte antigen 75,2
5165,54103,GSAP,gamma-secretase activating protein,7
5166,1414,CRYBB1,crystallin, beta B1,22
5167,259289,TAS2R43,taste receptor, type 2, member 43,12
5168,57558,USP35,ubiquitin specific peptidase 35,11
5169,84317,CCDC115,coiled-coil domain containing 115,2
5170,23301,EHBP1,EH domain binding protein 1,2
5171,83698,CALN1,calneuron 1,7
5172,80274,SCUBE1,signal peptide, CUB domain, EGF-like 1,22
5173,26137,ZBTB20,zinc finger and BTB domain containing 20,3
5174,9615,GDA,guanine deaminase,9
5175,2874,GPS2,G protein pathway suppressor 2,17
5176,79671,NLRX1,NLR family member X1,11
5177,145581,LRFN5,leucine rich repeat and fibronectin type III domain containing 5,14
5178,8996,NOL3,nucleolar protein 3 (apoptosis repressor with CARD domain),16
5179,223,ALDH9A1,aldehyde dehydrogenase 9 family, member A1,1
5180,389170,LEKR1,leucine, glutamate and lysine rich 1,3
5181,256471,MFSD8,major facilitator superfamily domain containing 8,4
5182,284254,DYNAP,dynactin associated protein,18
5183,4953,ODC1,ornithine decarboxylase 1,2
5184,54991,C1orf159,chromosome 1 open reading frame 159,1
5185,11075,STMN2,stathmin 2,8
5186,2302,FOXJ1,forkhead box J1,17
5187,79083,MLPH,melanophilin,2
5188,8408,ULK1,unc-51 like autophagy activating kinase 1,12
5189,93978,CLEC6A,C-type lectin domain family 6, member A,12
5190,126859,AXDND1,axonemal dynein light chain domain containing 1,1
5191,7032,TFF2,trefoil factor 2,21
5192,8767,RIPK2,receptor-interacting serine-threonine kinase 2,8
5193,114800,CCDC85A,coiled-coil domain containing 85A,2
5194,26001,RNF167,ring finger protein 167,17
5195,3762,KCNJ5,potassium channel, inwardly rectifying subfamily J, member 5,11
5196,647589,ANHX,anomalous homeobox,12
5197,9884,LRRC37A,leucine rich repeat containing 37A,17
5198,1111,CHEK1,checkpoint kinase 1,11
5199,23601,CLEC5A,C-type lectin domain family 5, member A,7
5200,136259,KLF14,Kruppel-like factor 14,7
5201,105370362,LOC105370362,uncharacterized LOC105370362,13
5202,90120,C9orf69,chromosome 9 open reading frame 69,9
5203,55879,GABRQ,gamma-aminobutyric acid (GABA) A receptor, theta,X
5204,3190,HNRNPK,heterogeneous nuclear ribonucleoprotein K,9
5205,23508,TTC9,tetratricopeptide repeat domain 9,14
5206,79971,WLS,wntless Wnt ligand secretion mediator,1
5207,9296,ATP6V1F,ATPase, H+ transporting, lysosomal 14kDa, V1 subunit F,7
5208,2571,GAD1,glutamate decarboxylase 1 (brain, 67kDa),2
5209,128366,OR6P1,olfactory receptor, family 6, subfamily P, member 1,1
5210,928,CD9,CD9 molecule,12
5211,5257,PHKB,phosphorylase kinase, beta,16
5212,84450,ZNF512,zinc finger protein 512,2
5213,200008,CDCP2,CUB domain containing protein 2,1
5214,161247,FITM1,fat storage-inducing transmembrane protein 1,14
5215,7920,ABHD16A,abhydrolase domain containing 16A,6
5216,642643,LOC642643,uncharacterized LOC642643,22
5217,5269,SERPINB6,serpin peptidase inhibitor, clade B (ovalbumin), member 6,6
5218,64064,OXCT2,3-oxoacid CoA transferase 2,1
5219,100509091,LOC100509091,extracellular matrix protein 2-like,X
5220,4650,MYO9B,myosin IXB,19
5221,26286,ARFGAP3,ADP-ribosylation factor GTPase activating protein 3,22
5222,10772,SRSF10,serine/arginine-rich splicing factor 10,1
5223,121053,C12orf45,chromosome 12 open reading frame 45,12
5224,9129,PRPF3,pre-mRNA processing factor 3,1
5225,356,FASLG,Fas ligand (TNF superfamily, member 6),1
5226,101928870,LOC101928870,classical arabinogalactan protein 9-like,6
5227,55365,TMEM176A,transmembrane protein 176A,7
5228,22862,FNDC3A,fibronectin type III domain containing 3A,13
5229,7348,UPK1B,uroplakin 1B,3
5230,83259,PCDH11Y,protocadherin 11 Y-linked,Y
5231,140738,TMEM37,transmembrane protein 37,2
5232,28968,SLC6A16,solute carrier family 6, member 16,19
5233,6729,SRP54,signal recognition particle 54kDa,14
5234,55743,CHFR,checkpoint with forkhead and ring finger domains, E3 ubiquitin protein ligase,12
5235,649201,LOC649201,paraneoplastic antigen like 6A-like,X
5236,9446,GSTO1,glutathione S-transferase omega 1,10
5237,55124,PIWIL2,piwi-like RNA-mediated gene silencing 2,8
5238,727851,RGPD8,RANBP2-like and GRIP domain containing 8,2
5239,8557,TCAP,titin-cap,17
5240,1816,DRD5,dopamine receptor D5,4
5241,102723503,LOC102723503,uncharacterized LOC102723503,14
5242,644150,WIPF3,WAS/WASL interacting protein family, member 3,7
5243,653643,GOLGA6D,golgin A6 family, member D,15
5244,84735,CNDP1,carnosine dipeptidase 1 (metallopeptidase M20 family),18
5245,6157,RPL27A,ribosomal protein L27a,11
5246,63928,CHP2,calcineurin-like EF-hand protein 2,16
5247,4514,COX3,cytochrome c oxidase III,MT
5248,54536,EXOC6,exocyst complex component 6,10
5249,441027,TMEM150C,transmembrane protein 150C,4
5250,123722,FSD2,fibronectin type III and SPRY domain containing 2,15
5251,10636,RGS14,regulator of G-protein signaling 14,5
5252,3911,LAMA5,laminin, alpha 5,20
5253,389206,BEND4,BEN domain containing 4,4
5254,10017,BCL2L10,BCL2-like 10 (apoptosis facilitator),15
5255,1244,ABCC2,ATP-binding cassette, sub-family C (CFTR/MRP), member 2,10
5256,51266,CLEC1B,C-type lectin domain family 1, member B,12
5257,55505,NOP10,NOP10 ribonucleoprotein,15
5258,388564,TMEM238,transmembrane protein 238,19
5259,119695,OR52R1,olfactory receptor, family 52, subfamily R, member 1 (gene/pseudogene),11
5260,23131,GPATCH8,G patch domain containing 8,17
5261,5990,RFX2,regulatory factor X, 2 (influences HLA class II expression),19
5262,128178,EDARADD,EDAR-associated death domain,1
5263,53345,TM6SF2,transmembrane 6 superfamily member 2,19
5264,102724994,LOC102724994,putative POM121-like protein 1-like,5
5265,9445,ITM2B,integral membrane protein 2B,13
5266,79501,OR4F5,olfactory receptor, family 4, subfamily F, member 5,1
5267,8826,IQGAP1,IQ motif containing GTPase activating protein 1,15
5268,57824,HMHB1,histocompatibility (minor) HB-1,5
5269,51099,ABHD5,abhydrolase domain containing 5,3
5270,79008,SLX1B,SLX1 structure-specific endonuclease subunit homolog B (S. cerevisiae),16
5271,401285,TCP10L2,t-complex 10-like 2,6
5272,64816,CYP3A43,cytochrome P450, family 3, subfamily A, polypeptide 43,7
5273,430,ASCL2,achaete-scute family bHLH transcription factor 2,11
5274,4799,NFX1,nuclear transcription factor, X-box binding 1,9
5275,54821,ERCC6L,excision repair cross-complementation group 6-like,X
5276,169355,IDO2,indoleamine 2,3-dioxygenase 2,8
5277,10905,MAN1A2,mannosidase, alpha, class 1A, member 2,1
5278,2132,EXT2,exostosin glycosyltransferase 2,11
5279,489,ATP2A3,ATPase, Ca++ transporting, ubiquitous,17
5280,100652807,LOC100652807,putative uncharacterized protein C3orf53,3
5281,22995,CEP152,centrosomal protein 152kDa,15
5282,7481,WNT11,wingless-type MMTV integration site family, member 11,11
5283,222229,LRWD1,leucine-rich repeats and WD repeat domain containing 1,7
5284,338811,FAM19A2,family with sequence similarity 19 (chemokine (C-C motif)-like), member A2,12
5285,29117,BRD7,bromodomain containing 7,16
5286,6878,TAF6,TAF6 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 80kDa,7
5287,56900,TMEM167B,transmembrane protein 167B,1
5288,4211,MEIS1,Meis homeobox 1,2
5289,55257,MRGBP,MRG/MORF4L binding protein,20
5290,284391,ZNF844,zinc finger protein 844,19
5291,89781,HPS4,Hermansky-Pudlak syndrome 4,22
5292,100131355,LOC100131355,uncharacterized LOC100131355,9
5293,25847,ANAPC13,anaphase promoting complex subunit 13,3
5294,10333,TLR6,toll-like receptor 6,4
5295,3592,IL12A,interleukin 12A,3
5296,6733,SRPK2,SRSF protein kinase 2,7
5297,92106,OXNAD1,oxidoreductase NAD-binding domain containing 1,3
5298,8690,JRKL,JRK-like,11
5299,1965,EIF2S1,eukaryotic translation initiation factor 2, subunit 1 alpha, 35kDa,14
5300,146754,DNAH2,dynein, axonemal, heavy chain 2,17
5301,84868,HAVCR2,hepatitis A virus cellular receptor 2,5
5302,8335,HIST1H2AB,histone cluster 1, H2ab,6
5303,643664,SLC35G6,solute carrier family 35, member G6,17
5304,283948,NHLRC4,NHL repeat containing 4,16
5305,137362,GOT1L1,glutamic-oxaloacetic transaminase 1-like 1,8
5306,57336,ZNF287,zinc finger protein 287,17
5307,353134,LCE1D,late cornified envelope 1D,1
5308,5687,PSMA6,proteasome (prosome, macropain) subunit, alpha type, 6,14
5309,341208,HEPHL1,hephaestin-like 1,11
5310,100144748,KLLN,killin, p53-regulated DNA replication inhibitor,10
5311,10166,SLC25A15,solute carrier family 25 (mitochondrial carrier; ornithine transporter) member 15,13
5312,100302736,TMED7-TICAM2,TMED7-TICAM2 readthrough,5
5313,774,CACNA1B,calcium channel, voltage-dependent, N type, alpha 1B subunit,9
5314,57521,RPTOR,regulatory associated protein of MTOR, complex 1,17
5315,84280,BTBD10,BTB (POZ) domain containing 10,11
5316,23264,ZC3H7B,zinc finger CCCH-type containing 7B,22
5317,7766,ZNF223,zinc finger protein 223,19
5318,125950,RAVER1,ribonucleoprotein, PTB-binding 1,19
5319,6123,RPL3L,ribosomal protein L3-like,16
5320,56145,PCDHA3,protocadherin alpha 3,5
5321,123283,TARSL2,threonyl-tRNA synthetase-like 2,15
5322,157807,CLVS1,clavesin 1,8
5323,3456,IFNB1,interferon, beta 1, fibroblast,9
5324,9578,CDC42BPB,CDC42 binding protein kinase beta (DMPK-like),14
5325,2853,GPR31,G protein-coupled receptor 31,6
5326,56475,RPRM,reprimo, TP53 dependent G2 arrest mediator candidate,2
5327,79634,SCRN3,secernin 3,2
5328,8975,USP13,ubiquitin specific peptidase 13 (isopeptidase T-3),3
5329,186,AGTR2,angiotensin II receptor, type 2,X
5330,105377821,LOC105377821,collagen alpha-2(I) chain-like,17
5331,374659,HDDC3,HD domain containing 3,15
5332,7178,TPT1,tumor protein, translationally-controlled 1,13
5333,284217,LAMA1,laminin, alpha 1,18
5334,5551,PRF1,perforin 1 (pore forming protein),10
5335,55573,CDV3,CDV3 homolog (mouse),3
5336,54954,FAM120C,family with sequence similarity 120C,X
5337,100287859,FAM197Y6,family with sequence similarity 197, Y-linked, member 6,Y
5338,11054,OGFR,opioid growth factor receptor,20
5339,100129271,C1orf68,chromosome 1 open reading frame 68,1
5340,8387,OR1E1,olfactory receptor, family 1, subfamily E, member 1,17
5341,1662,DDX10,DEAD (Asp-Glu-Ala-Asp) box polypeptide 10,11
5342,101927509,LOC101927509,basic proline-rich protein-like,2
5343,284669,LOC284669,uncharacterized LOC284669,1
5344,7011,TEP1,telomerase-associated protein 1,14
5345,441476,C9orf173,chromosome 9 open reading frame 173,9
5346,10466,COG5,component of oligomeric golgi complex 5,7
5347,3741,KCNA5,potassium channel, voltage gated shaker related subfamily A, member 5,12
5348,60488,MRPS35,mitochondrial ribosomal protein S35,12
5349,653808,ZG16,zymogen granule protein 16,16
5350,147660,ZNF578,zinc finger protein 578,19
5351,9863,MAGI2,membrane associated guanylate kinase, WW and PDZ domain containing 2,7
5352,23580,CDC42EP4,CDC42 effector protein (Rho GTPase binding) 4,17
5353,388394,RPRML,reprimo-like,17
5354,6439,SFTPB,surfactant protein B,2
5355,649935,LOC649935,UPF0607 protein ENSP00000381514-like,2
5356,116255,MOGAT1,monoacylglycerol O-acyltransferase 1,2
5357,27440,CECR5,cat eye syndrome chromosome region, candidate 5,22
5358,9275,BCL7B,B-cell CLL/lymphoma 7B,7
5359,51548,SIRT6,sirtuin 6,19
5360,257044,C1orf101,chromosome 1 open reading frame 101,1
5361,729597,SPDYE6,speedy/RINGO cell cycle regulator family member E6,7
5362,57670,KIAA1549,KIAA1549,7
5363,2212,FCGR2A,Fc fragment of IgG, low affinity IIa, receptor (CD32),1
