#,SID,CID,BioAssay_Source,RankScore,Outcome,Xref,URL,Comment,DepositDate,"Activity Outcome","Activity Score","p450-cyp3a4-Potency_&#956;M","p450-cyp3a4-Curve_Description","p450-cyp3a4-Fit_LogAC50","p450-cyp3a4-Fit_HillSlope","p450-cyp3a4-Fit_R2","p450-cyp3a4-Fit_InfiniteActivity_%","p450-cyp3a4-Fit_ZeroActivity_%","p450-cyp3a4-Fit_CurveClass","p450-cyp3a4-Excluded_Points","p450-cyp3a4-Max_Response_%","p450-cyp3a4-Activity at 0.0007 uM_%","p450-cyp3a4-Activity at 0.00164 uM_%","p450-cyp3a4-Activity at 0.00366 uM_%","p450-cyp3a4-Activity at 0.00818 uM_%","p450-cyp3a4-Activity at 0.018 uM_%","p450-cyp3a4-Activity at 0.041 uM_%","p450-cyp3a4-Activity at 0.091 uM_%","p450-cyp3a4-Activity at 0.204 uM_%","p450-cyp3a4-Activity at 0.457 uM_%","p450-cyp3a4-Activity at 1.022 uM_%","p450-cyp3a4-Activity at 2.286 uM_%","p450-cyp3a4-Activity at 5.111 uM_%","p450-cyp3a4-Activity at 11.43 uM_%","p450-cyp3a4-Activity at 25.56 uM_%","p450-cyp3a4-Activity at 57.14 uM_%"
215,17416085,2884523,"NCGC",,Unspecified,,,"",2009/07/08,2,41,17.7828,Partial curve; partial efficacy,-4.75,1.8265,0.9394,-81.1721,-11.36,-2.2,0 0 0 0 0 0 0,-76.5003,,,-8.0495,,-20.7341,,-6.0128,,-5.6454,,-20.1729,,-30.4225,,-76.5003
216,17416080,1302929,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,2.0479,0.9918,-78.3603,10.5046,-2.2,0 0 0 0 0 0 0,-73.6412,,,8.9147,,16.4501,,8.4149,,8.6847,,6.1837,,-23.6872,,-73.6412
217,17416072,11958907,"NCGC",,Unspecified,,,"",2009/07/08,2,42,8.91251,Partial curve; partial efficacy,-5.05,1.2221,0.9989,-88.8187,5.1476,-2.2,0 0 0 0 0 0 0,-79.9719,,,3.7995,,7.0757,,5.601,,1.6017,,-10.0907,,-48.9757,,-79.9719
218,17416071,5730589,"NCGC",,Unspecified,,,"",2009/07/08,2,42,8.91251,Partial curve; partial efficacy,-5.05,1.331,0.9865,-83.1081,-7.9657,-2.2,0 0 0 0 0 0 0,-74.976,,,-12.7893,,-6.5093,,-3.6073,,-10.9677,,-17.3454,,-54.1879,,-74.976
219,17416057,5348001,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,1.4163,0.9965,-89.0365,5.5,-2.2,0 1 0 0 0 0 0,-78.1883,,,7.6005,,-104.892,,7.0807,,1.3424,,-1.1365,,-33.7255,,-78.1883
220,17416054,5348009,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,1.3723,0.985,-83.4079,-5.2748,-2.2,0 0 0 0 0 0 0,-72.4484,,,-11.3509,,-3.369,,-1.8454,,-4.4914,,-12.4304,,-35.2887,,-72.4484
221,17416053,2267597,"NCGC",,Unspecified,,,"",2009/07/08,2,40,15.8489,Partial curve; partial efficacy,-4.8,1.6259,0.985,-66.0811,1.1458,-2.2,0 0 0 0 0 0 0,-60.658,,,1.9184,,6.4266,,0.6808,,-2.7313,,-3.6374,,-23.4813,,-60.658
222,17416035,2884521,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,1.01,0.9778,-94.9011,6.4096,-2.2,0 0 0 0 0 0 0,-79.0842,,,5.3405,,-0.8096,,12.7243,,6.3973,,-13.5693,,-39.2093,,-79.0842
223,17416024,1254592,"NCGC",,Unspecified,,,"",2009/07/08,2,42,11.2202,Partial curve; partial efficacy,-4.95,0.7,0.9941,-94.1327,1.9808,-2.2,0 0 0 0 0 0 0,-72.178,,,0.5755,,0.6433,,3.0136,,-9.1922,,-22.4225,,-44.5817,,-72.178
224,17416023,2963777,"NCGC",,Unspecified,,,"",2009/07/08,2,87,0.891251,Complete curve; high efficacy,-6.05,1,0.9995,-97.3976,5.0374,-1.1,0 0 0 0 0 0 0,-96.2768,,,4.4704,,2.5438,,-3.9159,,-30.0354,,-70.1635,,-88.5111,,-96.2768
225,17416017,1254579,"NCGC",,Unspecified,,,"",2009/07/08,2,85,2.81838,Complete curve; high efficacy,-5.55,1.3443,0.9979,-100.749,-0.5023,-1.1,0 0 0 0 0 0 0,-99.8647,,,0.6001,,-4.1737,,-0.4079,,-6.1037,,-44.4732,,-86.5541,,-99.8647
226,17416005,2294902,"NCGC",,Unspecified,,,"",2009/07/08,2,40,22.3872,Partial curve; partial efficacy,-4.65,1.5579,0.9912,-85.5479,-0.3299,-2.2,0 0 0 0 0 0 0,-69.3483,,,-3.6492,,3.9507,,0.0634,,-2.8948,,-2.4282,,-22.8982,,-69.3483
227,17415994,1289514,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.94328,Partial curve; partial efficacy,-5.1,1,0.9981,-90.517,7.5,-2.2,0 0 0 0 0 0 0,-78.1149,,,7.0519,,9.6761,,4.0032,,3.0943,,-15.1966,,-50.7717,,-78.1149
228,17415978,2267686,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,1.4781,0.9965,-77.0849,-5.0221,-2.2,0 0 0 0 0 0 0,-70.7009,,,-4.1288,,-3.1382,,-5.4487,,-8.3713,,-9.9471,,-37.6636,,-70.7009
229,17415975,5348055,"NCGC",,Unspecified,,,"",2009/07/08,2,63,3.54813,Complete curve; partial efficacy,-5.45,1.01,0.9992,-72.9906,1.4371,-1.2,0 0 0 0 0 0 0,-69.2113,,,0.5257,,1.4179,,-0.3303,,-5.2733,,-28.2543,,-55.1701,,-69.2113
230,17415956,2963750,"NCGC",,Unspecified,,,"",2009/07/08,2,42,6.30957,Partial curve; partial efficacy,-5.2,1.331,0.9959,-77.5032,8,-2.2,0 0 0 0 0 0 0,-71.0972,,,5.1682,,6.9821,,10.7693,,5.27,,-9.0721,,-52.819,,-71.0972
231,17415955,2963391,"NCGC",,Unspecified,,,"",2009/07/08,2,83,3.98107,Complete curve; high efficacy,-5.4,1.111,0.9988,-85.1141,1.1391,-1.1,0 0 0 0 0 0 0,-80.8125,,,2.796,,0.7729,,-0.7898,,-7.6558,,-27.5382,,-64.8319,,-80.8125
232,17415943,1263325,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; high efficacy,-5,1.1,0.9939,-95.7655,4.8825,-2.1,0 0 0 0 0 0 0,-83.4567,,,3.9448,,0.8075,,8.8926,,3.6215,,-12.9167,,-48.2333,,-83.4567
233,17415931,1339742,"NCGC",,Unspecified,,,"",2009/07/08,2,42,8.91251,Partial curve; partial efficacy,-5.05,1.7137,0.9975,-76.4582,3.0655,-2.2,0 0 0 0 0 0 0,-74.1318,,,2.5357,,3.6171,,4.5581,,-0.4485,,-2.9657,,-44.2863,,-74.1318
234,17415930,2900050,"NCGC",,Unspecified,,,"",2009/07/08,2,84,3.98107,Complete curve; high efficacy,-5.4,1.111,0.9994,-96.4223,-1.8519,-1.1,0 0 0 0 0 0 0,-92.1078,,,-3.7719,,-1.0373,,-2.5332,,-10.0433,,-35.0379,,-74.0739,,-92.1078
235,17415927,2963473,"NCGC",,Unspecified,,,"",2009/07/08,2,85,2.51189,Complete curve; high efficacy,-5.6,1.4787,0.9955,-99.527,4.2625,-1.1,0 0 0 0 0 0 0,-99.3675,,,7.1944,,-1.9331,,5.5453,,-1.8241,,-45.027,,-88.3027,,-99.3675
236,17415921,1339461,"NCGC",,Unspecified,,,"",2009/07/08,2,44,4.46684,Partial curve; high efficacy,-5.35,1.111,0.9991,-101.136,2.5554,-2.1,0 0 0 0 0 0 0,-94.6048,,,4.288,,1.159,,-0.1405,,-5.6253,,-30.0785,,-75.0306,,-94.6048
237,17415918,1242397,"NCGC",,Unspecified,,,"",2009/07/08,2,84,3.98107,Complete curve; high efficacy,-5.4,1.2876,0.9987,-90.5207,5.7095,-1.1,0 0 0 0 0 0 0,-87.168,,,8.6419,,4.0762,,4.2128,,-0.2344,,-25.3717,,-71.2568,,-87.168
238,17415915,1242402,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; high efficacy,-5,3.2975,0.9951,-86.9545,1.7388,-2.1,0 0 0 0 0 0 0,-86.0131,,,0.8165,,6.599,,-0.1199,,1.8747,,-1.8472,,-53.2759,,-86.0131
239,17415914,5740390,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; high efficacy,-4.8,1.1,0.9859,-113.86,-6.1243,-2.1,0 0 0 0 0 0 0,-94.8835,,,-8.2159,,-10.706,,1.36,,-9.2111,,-19.4558,,-49.1617,,-94.8835
240,17415906,2900292,"NCGC",,Unspecified,,,"",2009/07/08,2,84,3.54813,Complete curve; high efficacy,-5.45,1.111,0.9984,-94.3261,-0.3121,-1.1,0 0 0 0 0 0 0,-90.6479,,,-1.134,,-1.3501,,-1.8243,,-6.4209,,-38.2212,,-73.2026,,-90.6479
241,17415903,706072,"NCGC",,Unspecified,,,"",2009/07/08,2,40,22.3872,Partial curve; partial efficacy,-4.65,1.7885,0.9827,-74.1173,-1.9752,-2.2,0 0 0 0 0 0 0,-62.6184,,,2.134,,-4.2515,,0.2593,,-7.114,,-2.0469,,-18.4512,,-62.6184
242,17415898,2298907,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,1,0.9931,-106.051,-4.5825,-2.1,0 0 0 0 0 0 0,-88.7927,,,-6.8815,,-5.0902,,-3.3666,,-4.6828,,-24.0123,,-50.3172,,-88.7927
243,17415896,2900686,"NCGC",,Unspecified,,,"",2009/07/08,2,84,3.54813,Complete curve; high efficacy,-5.45,3.6772,0.9829,-86.2449,-1.9951,-1.1,0 0 0 0 0 0 0,-93.946,,,-7.9714,,0.6274,,-1.0407,,1.0054,,-16.0084,,-77.6984,,-93.946
244,17415893,1338135,"NCGC",,Unspecified,,,"",2009/07/08,2,64,3.54813,Complete curve; partial efficacy,-5.45,1.1,0.9937,-84.5769,15.5627,-1.2,0 0 0 0 0,-79.2308,,,,,,,16.3962,,1.3746,,-19.4058,,-64.8416,,-79.2308
245,17415885,2285721,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.77828,Complete curve; high efficacy,-5.75,1.21,0.9968,-111.56,1.0894,-1.1,0 0 0 0 0 0 0,-106.584,,,1.4557,,2.3554,,-5.9141,,-14.5658,,-65.2782,,-98.5612,,-106.584
246,17415877,875821,"NCGC",,Unspecified,,,"",2009/07/08,2,90,0.141254,Complete curve; high efficacy,-6.85,1.2876,0.9988,-91.3602,6.6183,-1.1,0 0 0 0 0 0 0,-93.3379,,,4.2969,,0.3096,,-27.7283,,-74.5443,,-86.5307,,-91.4497,,-93.3379
247,17415854,1348667,"NCGC",,Unspecified,,,"",2009/07/08,2,44,4.46684,Partial curve; high efficacy,-5.35,1.2216,0.9952,-98.5332,1.0181,-2.1,0 0 0 0 0 0 0,-94.5884,,,-1.3445,,5.2305,,-3.2907,,-1.9242,,-30.1731,,-73.5992,,-94.5884
248,17415847,1022424,"NCGC",,Unspecified,,,"",2009/07/08,2,85,1.41254,Complete curve; high efficacy,-5.85,1.2475,0.9995,-82.462,8.5,-1.1,0 0 0 0 0 0 0,-80.7957,,,8.1618,,9.1322,,4.2321,,-8.7568,,-50.1045,,-77.1494,,-80.7957
249,17415841,1239988,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.58489,Complete curve; high efficacy,-5.8,1,0.9992,-103.888,4.2726,-1.1,0 0 0 0 0 0 0,-102.151,,,2.5142,,4.6637,,-2.0747,,-19.9804,,-60.1617,,-89.0366,,-102.151
250,17415836,6898403,"NCGC",,Unspecified,,,"",2009/07/08,2,84,3.98107,Complete curve; high efficacy,-5.4,2.3531,0.9967,-91.8968,5.117,-1.1,0 0 0 0 0 0 0,-94.4902,,,5.8456,,3.6672,,7.8496,,3.7151,,-18.369,,-80.8739,,-94.4902
251,17415834,5717737,"NCGC",,Unspecified,,,"",2009/07/08,2,42,4.46684,Partial curve; partial efficacy,-5.35,1.01,0.9935,-66.9655,4.094,-2.2,0 0 0 0 0 0 0,-62.3147,,,2.7956,,1.1826,,5.8062,,-0.4664,,-22.2227,,-45.9747,,-62.3147
252,17415833,2967529,"NCGC",,Unspecified,,,"",2009/07/08,2,89,0.446684,Complete curve; high efficacy,-6.35,1.7137,0.9926,-99.4496,-4.3328,-1.1,0 0 0 0 0 0 0,-102.586,,,-1.9332,,-11.4672,,-5.6,,-53.1588,,-90.7879,,-99.4327,,-102.586
253,17415821,5339623,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; high efficacy,-4.85,1.5579,0.9832,-94.4448,-3.8404,-2.1,0 0 0 0 0 0 0,-86.4877,,,-6.5434,,-7.8629,,-0.4172,,1.9159,,-12.9791,,-38.7881,,-86.4877
254,17415776,2830094,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; high efficacy,-5,0.7,0.9828,-112.204,4.6464,-2.1,0 0 0 0 0 0 0,-86.9588,,,5.3428,,-3.7302,,6.5773,,-4.574,,-30.2713,,-53.0915,,-86.9588
255,17415775,2294893,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; high efficacy,-4.85,2.1876,0.9983,-104.716,-1.5052,-2.1,0 0 0 0 0 0 0,-99.8068,,,-3.9072,,-2.6965,,-0.2298,,0.5388,,-3.4002,,-42.4456,,-99.8068
256,17415771,2914353,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,1.8079,0.994,-76.6786,8.5,-2.2,0 0 0 0 0 0 0,-71.2821,,,12.3174,,10.0126,,6.2956,,4.8348,,5.3206,,-31.2819,,-71.2821
257,17415751,2282197,"NCGC",,Unspecified,,,"",2009/07/08,2,84,3.98107,Complete curve; high efficacy,-5.4,1.6436,0.9991,-93.971,2.7698,-1.1,0 0 0 0 0,-94.2219,,,,,,,3.0797,,-0.7647,,-25.1069,,-77.4212,,-94.2219
258,17415742,2914864,"NCGC",,Unspecified,,,"",2009/07/08,2,40,28.1838,Partial curve; partial efficacy,-4.55,1.5936,0.9911,-93.0302,3.5449,-2.2,0 0 0 0 0 0 0,-70.9333,,,8.169,,4.6688,,3.7233,,2.3044,,-2.0414,,-14.3425,,-70.9333
259,17415741,2287720,"NCGC",,Unspecified,,,"",2009/07/08,2,43,7.94328,Partial curve; high efficacy,-5.1,1.21,0.9994,-109.912,4.2271,-2.1,0 0 0 0 0 0 0,-99.9593,,,5.7189,,3.0132,,3.7925,,-0.6802,,-15.7105,,-65.7264,,-99.9593
260,17415739,1311656,"NCGC",,Unspecified,,,"",2009/07/08,2,40,22.3872,Partial curve; partial efficacy,-4.65,1.4781,0.9884,-86.4517,11.5,-2.2,0 0 0 0 0 0 0,-66.7877,,,13.4809,,16.2759,,11.1025,,5.5216,,7.1209,,-14.4811,,-66.7877
261,17415725,1566144,"NCGC",,Unspecified,,,"",2009/07/08,2,63,1.12202,Complete curve; partial efficacy,-5.95,1.9673,0.9344,-52.6011,9.9954,-1.2,0 0 0 0 0 0 0,-64.6522,,,15.2553,,8.0639,,4.58,,2.6446,,-41.5896,,-38.6267,,-64.6522
262,17415717,1320559,"NCGC",,Unspecified,,,"",2009/07/08,2,42,11.2202,Partial curve; partial efficacy,-4.95,0.8,0.9871,-99.1936,12,-2.2,0 0 0 0 0 0 0,-75.482,,,15.67,,15.3684,,2.2784,,2.2303,,-11.739,,-43.6582,,-75.482
263,17415707,5942809,"NCGC",,Unspecified,,,"",2009/07/08,2,43,7.07946,Partial curve; high efficacy,-5.15,1.331,0.996,-112.506,3.8448,-2.1,0 0 0 0 0 0 0,-102.451,,,2.7942,,1.7923,,7.4002,,-2.1385,,-14.9747,,-72.4445,,-102.451
264,17415683,9586650,"NCGC",,Unspecified,,,"",2009/07/08,2,44,3.16228,Partial curve; partial efficacy,-5.5,1.4163,0.9988,-92.8881,5.6899,-2.2,0 0 0 0 0 0,-78.8151,,,7.3859,,4.1742,,6.3175,,-0.8119,,-32.7012,,-78.8151,,
265,17415677,881407,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,0.9,0.994,-106.857,4.0353,-2.1,0 0 0 0 0 0 0,-84.1062,,,4.1665,,4.618,,5.1873,,-6.4031,,-12.5653,,-49.6967,,-84.1062
266,17415667,970143,"NCGC",,Unspecified,,,"",2009/07/08,2,45,1.58489,Partial curve; partial efficacy,-5.8,0.8,0.9848,-90.2666,9.5,-2.2,0 0 0 0 0 0,-78.9758,,,11.112,,5.8132,,-3.1641,,-18.0619,,-41.5408,,-78.9758,,
267,17415641,2206703,"NCGC",,Unspecified,,,"",2009/07/08,2,84,5.01187,Complete curve; high efficacy,-5.3,1.2475,0.979,-103.487,-1.0539,-1.1,0 0 0 0 0 0 0,-97.6568,,,-8.2276,,7.7381,,2.6449,,-13.1716,,-26.4612,,-78.885,,-97.6568
268,17415638,5334183,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; high efficacy,-5,1.3443,0.995,-97.2103,8,-2.1,0 0 0 0 0,-88.5438,,,,,,,3.9005,,10.6116,,-5.6307,,-48.5806,,-88.5438
269,17415637,5722465,"NCGC",,Unspecified,,,"",2009/07/08,2,40,17.7828,Partial curve; partial efficacy,-4.75,2.0479,0.9891,-77.4383,3.0486,-2.2,0 0 0 0 0 0 0,-70.8224,,,1.3714,,8.6921,,2.464,,-0.9286,,1.8531,,-20.364,,-70.8224
270,17415612,6898109,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,1.7529,0.997,-104.088,3.6542,-2.1,0 0 0 0 0 0 0,-96.7457,,,7.6588,,4.5108,,0.7171,,2.0965,,-0.8954,,-46.1518,,-96.7457
271,17415611,6898098,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,1.5936,0.9976,-105.691,0.5024,-2.1,0 0 0 0 0 0 0,-96.4072,,,3.5685,,-1.8559,,1.901,,-1.6274,,-6.5868,,-48.9681,,-96.4072
272,17415608,1068774,"NCGC",,Unspecified,,,"",2009/07/08,2,41,10,Partial curve; partial efficacy,-5,0.8,0.9902,-79.0534,12.3906,-2.2,0 0 0 0 0 0 0,-61.4768,,,11.3283,,16.3351,,6.7923,,7.007,,-11.545,,-33.543,,-61.4768
273,17415596,748196,"NCGC",,Unspecified,,,"",2009/07/08,2,40,17.7828,Partial curve; partial efficacy,-4.75,1.6266,0.94,-74.6728,-10.863,-2.2,0 0 0 0 0 0 0,-67.4198,,,-19.2738,,-5.11,,-5.5009,,-10.1157,,-18.7291,,-29.8483,,-67.4198
274,17415580,2278656,"NCGC",,Unspecified,,,"",2009/07/08,2,43,6.30957,Partial curve; high efficacy,-5.2,1,0.9996,-99.6607,1.0449,-2.1,1 0 1 0 0 0 0,-88.9213,,,-24.9489,,0.6296,,-32.5267,,-5.1522,,-25.3369,,-64.984,,-88.9213
275,17415577,5510398,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.58489,Complete curve; high efficacy,-5.8,1.5579,0.9985,-102.836,-5.2732,-1.1,0 0 0 0 0,-104.207,,,,,,,-8.1444,,-15.9396,,-67.3652,,-96.7593,,-104.207
276,17415514,2896205,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; high efficacy,-4.85,1.6259,0.9965,-98.0641,-1.1099,-2.1,0 0 0 0 0,-89.7284,,,,,,,1.371,,-1.83,,-9.066,,-39.4446,,-89.7284
277,17415454,2206660,"NCGC",,Unspecified,,,"",2009/07/08,2,41,17.7828,Partial curve; partial efficacy,-4.75,0.8,0.9416,-101.4,-12.5049,-2.2,0 0 0 0 0 0 0,-78.3266,,,-4.2475,,-18.5197,,-22.3239,,-11.3716,,-29.7005,,-46.8819,,-78.3266
278,17415442,2921864,"NCGC",,Unspecified,,,"",2009/07/08,2,43,5.01187,Partial curve; partial efficacy,-5.3,1,0.9211,-79.5833,-6.7898,-2.2,0 0 0 0 0 0,-61.2643,,,-7.1983,,-0.603,,-13.3118,,-20.3724,,-23.2193,,-61.2643,,
279,17415436,5730299,"NCGC",,Unspecified,,,"",2009/07/08,2,89,0.199526,Complete curve; high efficacy,-6.7,1.3723,0.9983,-86.3901,14.1336,-1.1,0 0 0 0 0 0 0,-87.5555,,,10.5767,,13.3985,,-11.7506,,-61.5882,,-81.7754,,-85.6486,,-87.5555
280,17415402,881770,"NCGC",,Unspecified,,,"",2009/07/08,2,41,17.7828,Partial curve; partial efficacy,-4.75,1.21,0.9797,-92.3498,-5.7915,-2.2,0 0 0 0 0 0 0,-76.9582,,,0.9567,,-11.4958,,-4.983,,-6.9578,,-15.1136,,-36.517,,-76.9582
281,17415401,2281861,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,2.0479,0.9946,-74.4682,-1.7212,-2.2,0 0 0 0 0 0 0,-71.0834,,,1.1288,,-1.4112,,-2.8728,,-3.0345,,-6.2701,,-28.6603,,-71.0834
282,17415387,692360,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; partial efficacy,-5,1.111,0.9981,-83.2236,10.5,-2.2,0 0 0 0 0,-71.8002,,,,,,,8.1522,,9.4675,,-5.4966,,-38.7005,,-71.8002
283,17415378,1370694,"NCGC",,Unspecified,,,"",2009/07/08,2,85,2.81838,Complete curve; high efficacy,-5.55,1.4781,0.9962,-98.7007,7.4126,-1.1,0 0 0 0 0 0 0,-95.4874,,,10.4076,,8.569,,3.6455,,-2.6108,,-34.9887,,-89.6175,,-95.4874
284,17415374,5347385,"NCGC",,Unspecified,,,"",2009/07/08,2,40,28.1838,Partial curve; high efficacy,-4.55,1.6436,0.9883,-121.637,2.5025,-2.1,0 0 0 0 0 0 0,-93.0225,,,7.0785,,0.4058,,6.6519,,-1.2955,,-4.8372,,-18.7997,,-93.0225
285,17415371,5347362,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.25893,Complete curve; high efficacy,-5.9,1.2475,0.995,-96.6423,-0.8477,-1.1,0 0 0 0 0 0 0,-94.575,,,3.902,,-3.3548,,-8.7161,,-20.1286,,-67.5215,,-91.6364,,-94.575
286,17415358,881717,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; high efficacy,-5,1.2221,0.9907,-101.374,8.7615,-2.1,0 0 0 0 0,-89.6324,,,,,,,13.444,,0.073,,-4.7795,,-51.0431,,-89.6324
287,17415352,881682,"NCGC",,Unspecified,,,"",2009/07/08,2,87,0.630957,Complete curve; high efficacy,-6.2,4.9549,0.9842,-84.7482,9.7247,-1.1,0 0 0 0 0 0 0,-89.657,,,6.6553,,10.9316,,11.2684,,-6.1955,,-91.0965,,-72.6467,,-89.657
288,17415337,2296485,"NCGC",,Unspecified,,,"",2009/07/08,2,40,25.1189,Partial curve; partial efficacy,-4.6,1.4163,0.9864,-93.8103,-0.6534,-2.2,0 0 0 0 0 0 0,-71.7974,,,-4.8424,,1.9362,,4.7368,,-2.8282,,-4.9579,,-23.6243,,-71.7974
289,17415332,2059917,"NCGC",,Unspecified,,,"",2009/07/08,2,43,7.07946,Partial curve; high efficacy,-5.15,1.4641,0.9953,-104.308,3.5021,-2.1,0 0 0 0 0 0 0,-94.8446,,,5.2169,,1.7086,,3.8011,,-0.1629,,-10.6212,,-71.3114,,-94.8446
290,17415329,2922025,"NCGC",,Unspecified,,,"",2009/07/08,2,47,0.794328,Partial curve; high efficacy,-6.1,1.1,0.9952,-97.554,-0.6131,-2.1,0 0 0 0 0 0,-93.795,,,-4.7502,,2.336,,-8.8259,,-35.0624,,-73.102,,-93.795,,
291,17415328,1327711,"NCGC",,Unspecified,,,"",2009/07/08,2,43,3.16228,Partial curve; partial efficacy,-5.5,4.9549,0.9814,-65.015,-1.3728,-2.2,0 0 0 0 0 0,-64.9065,,,-0.135,,3.8211,,-2.3997,,-6.9916,,-12.1595,,-64.9065,,
292,17415322,118907,"NCGC",,Unspecified,,,"",2009/07/08,2,40,19.9526,Partial curve; partial efficacy,-4.7,1.8851,0.9663,-87.4455,-4.1514,-2.2,0 0 0 0 0 0 0,-77.3284,,,-5.366,,-12.5985,,-6.3794,,4.1856,,-2.7777,,-26.1893,,-77.3284
293,17415302,5332647,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,1.5386,0.9503,-67.9279,-0.0199,-2.2,0 0 0 0 0 0 0,-62.4565,,,-9.7286,,3.9862,,7.7425,,-1.8078,,-5.4907,,-28.2663,,-62.4565
294,17415295,1327610,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,1,0.9971,-83.0997,11.5355,-2.2,0 0 0 0 0 0 0,-66.7202,,,11.9699,,13.9897,,8.4877,,7.4278,,-3.2262,,-32.0368,,-66.7202
295,17415293,2132309,"NCGC",,Unspecified,,,"",2009/07/08,2,85,2.81838,Complete curve; high efficacy,-5.55,0.8,0.9974,-95.2387,8,-1.1,0 0 0 0 0 0 0,-85.2823,,,8.7171,,6.3836,,0.9532,,-14.1305,,-36.6741,,-72.0943,,-85.2823
296,17415275,1327653,"NCGC",,Unspecified,,,"",2009/07/08,2,45,2.81838,Partial curve; partial efficacy,-5.55,0.9,0.9986,-101.139,1.909,-2.2,0 0 0 0 0 0,-78.7903,,,1.5791,,2.1195,,-3.9545,,-16.4187,,-43.7716,,-78.7903,,
297,17415251,2898209,"NCGC",,Unspecified,,,"",2009/07/08,2,44,2.51189,Partial curve; partial efficacy,-5.6,1.3443,0.9946,-84.1892,3.4985,-2.2,0 0 0 0 0 0,-74.3219,,,5.7078,,-0.5655,,5.1839,,-4.7586,,-37.5583,,-74.3219,,
298,17415249,2914342,"NCGC",,Unspecified,,,"",2009/07/08,2,64,1.99526,Complete curve; partial efficacy,-5.7,0.8,0.9935,-81.454,10,-1.2,0 0 0 0 0 0 0,-74.343,,,6.9589,,7.5411,,8.0814,,-15.0514,,-37.8973,,-63.9981,,-74.343
299,17415246,6898117,"NCGC",,Unspecified,,,"",2009/07/08,2,82,7.94328,Complete curve; high efficacy,-5.1,4.095,0.9776,-99.2678,3.3895,-1.1,0 0 0 0 0 0 0,-100.613,,,1.258,,10.0734,,12.3724,,1.7528,,-9.5652,,-78.9246,,-100.613
300,17415225,1917557,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; high efficacy,-4.8,0.9,0.9851,-106.898,1.4111,-2.1,0 0 0 0 0 0 0,-85.2574,,,6.5202,,0.4755,,0.3653,,-5.6312,,-19.4429,,-40.3586,,-85.2574
301,17415210,2901023,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,2.0479,0.9886,-67.5505,-1.6882,-2.2,0 0 0 0 0,-64.6523,,,,,,,2.2293,,-0.686,,-6.8937,,-24.1546,,-64.6523
302,17415200,2287255,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; high efficacy,-4.85,1.1,0.994,-103.847,2.4148,-2.1,0 0 0 0 0 0 0,-86.5393,,,2.5675,,1.2527,,5.1651,,-0.4375,,-14.3658,,-41.3633,,-86.5393
303,17415192,678271,"NCGC",,Unspecified,,,"",2009/07/08,2,41,10,Partial curve; partial efficacy,-5,1.8265,0.9861,-78.6256,-3.8121,-2.2,0 0 0 0 0 0 0,-75.5213,,,-6.5091,,-4.8031,,2.5996,,-8.3368,,-7.3853,,-46.3037,,-75.5213
