VOXZDWNPVJITMN-ATIWLJMLSA-N	estradiol
KMPWYEUPVWOPIM-AZZCIJICSA-N	cinchonine
INDBQLZJXZLFIT-UHFFFAOYSA-N	primaquine
VHRSUDSXCMQTMA-BRTHMUBUSA-N	methylprednisolone
ZGVSETXHNHBTRK-OTYSSXIJSA-N	solanine
QTQAWLPCGQOSGP-KSRBKZBZSA-N	geldanamycin
HEFNNWSXXWATRW-SNVBAGLBSA-N	dexibuprofen
JAYAGJDXJIDEKI-FDEHUWGPSA-N	lanatoside_C
SVEBYYWCXTVYCR-UHFFFAOYSA-N	methyldopate
JAYAGJDXJIDEKI-FVBOYCDESA-N	lanatoside_C
GPRBEKHLDVQUJE-VINNURBNSA-M	cefotaxime
GXRZIMHKGDIBEW-UHFFFAOYSA-N	ethionamide
QPEXJHOTRHPWCD-UHFFFAOYSA-N	ursodeoxycholic_acid
RZJQGNCSTQAWON-UHFFFAOYSA-N	rofecoxib
DXPOSRCHIDYWHW-UHFFFAOYSA-N	xamoterol
AQHHHDLHHXJYJD-UHFFFAOYSA-N	propranolol
NXFQHRVNIOXGAQ-OQFOIZHKSA-N	nitrofurantoin
DBEPLOCGEIEOCV-BQWCRQDRSA-N	finasteride
IXORZMNAPKEEDV-ONCPESLXSA-N	gibberellic_acid
AKJDEXBCRLOVTH-UHFFFAOYSA-N	pentoxyverine
VWUXBMIQPBEWFH-IOMDSJNNSA-N	fulvestrant
PTVWPYVOOKLBCG-ZDUSSCGKSA-N	dropropizine
RUDATBOHQWOJDD-BUWAUYMDSA-N	ursodeoxycholic_acid
SZLZWPPUNLXJEA-QEGASFHISA-N	rescinnamine
SPBDXSGPUHCETR-LZTSQIMASA-N	ivermectin
BMUKKTUHUDJSNZ-HBUWYVDXSA-N	isoxsuprine
LPMXVESGRSUGHW-AHGNNZFISA-N	ouabain
URWAJWIAIPFPJE-URXFYSGNSA-N	sisomicin
JLGKQTAYUIMGRK-UHFFFAOYSA-N	sertaconazole
OTMSDBZUPAUEDD-UHFFFAOYSA-N	beta-escin
MXYUKLILVYORSK-HKBOAZHASA-N	lobeline
PWXDKDWMUFRAFQ-ULLMKCDFSA-N	bacitracin
WXFIGDLSSYIKKV-KWCOIAHCSA-N	metaraminol
VOXZDWNPVJITMN-PAOLREHBSA-N	estradiol
RUDATBOHQWOJDD-UZVSRGJWSA-N	ursodeoxycholic_acid
ULGZDMOVFRHVEP-SLODEJOZSA-N	erythromycin
AUVVAXYIELKVAI-HAFLYIAKSA-N	emetine
ZUXABONWMNSFBN-RLXJOQACSA-N	clozapine
NCXMLFZGDNKEPB-SRRZVWMPSA-N	natamycin
NMKSAYKQLCHXDK-UHFFFAOYSA-N	fendiline
DCOPUUMXTXDBNB-UHFFFAOYSA-N	diclofenac
YFAGHNZHGGCZAX-UHFFFAOYSA-N	dicloxacillin
SNPPWIUOZRMYNY-SECBINFHSA-N	bupropion
ZSCDBOWYZJWBIY-INIZCTEOSA-N	trimipramine
QJJXYPPXXYFBGM-JMASVDBLSA-N	tacrolimus
PCZOHLXUXFIOCF-QEAVJYPTSA-N	lovastatin
ANGKOCUUWGHLCE-UHFFFAOYSA-N	glycopyrronium_bromide
HCFDWZZGGLSKEP-UHFFFAOYSA-N	doxylamine
WLRMANUAADYWEA-UHFFFAOYSA-N	timolol
FIADGNVRKBPQEU-UHFFFAOYSA-N	pizotifen
RKUNBYITZUJHSG-PRLABOORSA-N	hyoscyamine
IXHBTMCLRNMKHZ-UHFFFAOYSA-N	levobunolol
IJTNSXPMYKJZPR-UHFFFAOYSA-N	nystatin
IMSSROKUHAOUJS-UHFFFAOYSA-N	mestranol
PQUGCKBLVKJMNT-UHFFFAOYSA-N	SC-560
WXURHACBFYSXBI-XHIJKXOTSA-N	diflorasone
ACTOXUHEUCPTEW-IMDCDJEBSA-N	spiramycin
KZJWDPNRJALLNS-VJSFXXLFSA-N	sitosterol
VGLGVJVUHYTIIU-LLVKDONJSA-N	altizide
HJJPJSXJAXAIPN-UHFFFAOYSA-N	arecoline
DQKXQSGTHWVTAD-UHFFFAOYSA-N	pramocaine
UZHSEJADLWPNLE-SIBREGTBSA-N	naloxone
OETHQSJEHLVLGH-UHFFFAOYSA-N	metformin
KWVISVAMQJWJSZ-VKROHFNGSA-N	solasodine
XYNPYHXGMWJBLV-PODJHBEMSA-N	tomatidine
CTENFNNZBMHDDG-UHFFFAOYSA-N	dopamine
IIUZTXTZRGLYTI-LKUJNTHKSA-N	griseofulvin
MEZLKOACVSPNER-KTXUZGJCSA-N	selegiline
SDENOAVRGPMXRK-YWEYNIOJSA-N	methazolamide
YBJHBAHKTGYVGT-OOZYFLPDSA-N	biotin
OTCCIMWXFLJLIA-UHFFFAOYSA-N	N-acetyl-L-aspartic_acid
ATEBXHFBFRCZMA-OZFKZPMASA-N	rifabutin
UTFVNNPSMPINLE-UHFFFAOYSA-N	tyloxapol
SGEWCQFRYRRZDC-VPRICQMDSA-M	vitexin
WKRLQDKEXYKHJB-HFTRVMKXSA-N	equilin
UIEATEWHFDRYRU-DEOSSOPVSA-N	bepridil
UOZODPSAJZTQNH-FDLNNEDWSA-N	paromomycin
HCZKYJDFEPMADG-TXEJJXNPSA-N	nordihydroguaiaretic_acid
SGEWCQFRYRRZDC-VPRICQMDSA-N	vitexin
JLRWNBXMQCGSEJ-APBURCQWSA-N	trimethylcolchicinic_acid
LXMSZDCAJNLERA-DJUAWGBDSA-N	spironolactone
UVJCYAQLDLVTLD-CINSLYIESA-N	roxithromycin
LJOQGZACKSYWCH-UHFFFAOYSA-N	hydroquinine
FKJIJBSJQSMPTI-UHFFFAOYSA-M	dehydrocholic_acid
KYHQZNGJUGFTGR-LURJTMIESA-N	proxyphylline
FPUXKXIZEIDQKW-QOHNDBQUSA-N	ginkgolide_A
KVRQGMOSZKPBNS-UHFFFAOYSA-N	harpagoside
NFDFQCUYFHCNBW-SXLHDLTHSA-N	dienestrol
GBOGMAARMMDZGR-BLKLUMGNSA-N	cytochalasin_B
DJBNUMBKLMJRSA-NSHDSACASA-N	flecainide
POZRVZJJTULAOH-ZIKCMSSPSA-N	danazol
DDUHZTYCFQRHIY-CQLKUDPESA-N	griseofulvin
ORNBQBCIOKFOEO-OUVMSXHFSA-N	pregnenolone
VQQLTEBUMLSLFJ-UHFFFAOYSA-N	hecogenin
LCFPGOZJWLUEDL-GQWFCMGRSA-N	erythromycin
AOVLLWMIDXRCTA-BQTSRIDJSA-N	reserpine
RXPRRQLKFXBCSJ-SESVDKBCSA-N	vincamine
ZEWFPNNKSDJWLR-JEKSYDDFSA-N	oxytetracycline
BLSQLHNBWJLIBQ-NASUQTAISA-N	terconazole
IXORZMNAPKEEDV-YBIIQOTESA-N	gibberellic_acid
NNYBQONXHNTVIJ-QGZVFWFLSA-N	etodolac
QBKSWRVVCFFDOT-UHFFFAOYSA-N	gossypol
LOUPRKONTZGTKE-AQPPFEEWSA-N	quinidine
GLEVLJDDWXEYCO-UHFFFAOYSA-N	Trolox_C
ZKZXNDJNWUTGDK-NSCUHMNNSA-N	H-89
AVKUERGKIZMTKX-DITHJYQYSA-N	ampicillin
MBBZMMPHUWSWHV-JWXFUTCRSA-N	meglumine
QSNOBVJFKSQBBD-UHFFFAOYSA-N	bacitracin
OIGNJSKKLXVSLS-YLXVLDKTSA-N	prednisolone
MUNWAHDYFVYIKH-RITPCOANSA-N	betonicine
OMJKFYKNWZZKTK-UXBLZVDNSA-N	dacarbazine
SWUJZPBOVFEUQT-DMHQBCLBSA-N	quinidine
BTTWKVFKBPAFDK-SSCHMFMQSA-N	testosterone
XJSFLOJWULLJQS-HTYUZQQASA-N	josamycin
FZECHKJQHUVANE-UHFFFAOYSA-N	metampicillin
OHCQJHSOBUTRHG-GCDFTSNFSA-N	colforsin
SHIBSTMRCDJXLN-BFLGARLMSA-N	digoxigenin
OBMLHUPNRURLOK-XGRAFVIBSA-N	epitiostanol
IYGYMKDQCDOMRE-ROUUACIJSA-N	bicuculline
OIRDTQYFTABQOQ-KQYNXXCUSA-N	vidarabine
XJSFLOJWULLJQS-DJBGMQKKSA-N	josamycin
KLDXJTOLSGUMSJ-JGWLITMVSA-N	isosorbide
KMPWYEUPVWOPIM-TUFGIGEDSA-N	cinchonine
LIFOOCLGAAEVIF-UHFFFAOYSA-N	pirlindole
LOUPRKONTZGTKE-FEBSWUBLSA-N	quinidine
YOJQZPVUNUQTDF-UHFFFAOYSA-N	hydrastinine
XMAYWYJOQHXEEK-JYFHCDHNSA-N	ketoconazole
QZAYGJVTTNCVMB-UHFFFAOYSA-N	serotonin
VQOXZBDYSJBXMA-QVAIYGMRSA-N	nystatin
DNXHEGUUPJUMQT-GUZDXLFXSA-N	estrone
ZTFGOPUOTATSAL-CFVDWFIMSA-N	ouabain
WJOHZNCJWYWUJD-IUGZLZTKSA-N	fluocinonide
QEVHRUUCFGRFIF-UQJIOEFNSA-N	reserpine
UCSJYZPVAKXKNQ-UJGCCNJDSA-N	streptomycin
PBBGSZCBWVPOOL-QZTJIDSGSA-N	hexestrol
GPRBEKHLDVQUJE-UKZDUDTDSA-N	cefotaxime
LREQLEBVOXIEOM-SSDOTTSWSA-N	heptaminol
LWAFSWPYPHEXKX-NSHDSACASA-N	carteolol
GUGHGUXZJWAIAS-UHFFFAOYSA-N	daunorubicin
AMDBBAQNWSUWGN-RKDXNWHRSA-N	ioversol
PCZOHLXUXFIOCF-ONSNSYPRSA-N	lovastatin
KMPWYEUPVWOPIM-MMHYOFHDSA-N	cinchonidine
YZLZPSJXMWGIFH-UHFFFAOYSA-N	nalbuphine
NSKGQURZWSPSBC-VVPCINPTSA-R	ribostamycin
HKQZUYOVMYOFIT-ZSXQYPCHSA-N	karakoline
NSFFHOGKXHRQEW-UCWLGDPNSA-O	thiostrepton
OEXHQOGQTVQTAT-BZQJJPTISA-N	ipratropium_bromide
IXHBTMCLRNMKHZ-GFCCVEGCSA-N	levobunolol
XGBLOCUGVKIKNZ-FPJGAMQBSA-N	thiostrepton
IECPWNUMDGFDKC-ICLGQDCMSA-N	fusidic_acid
QDWJJTJNXAKQKD-UHFFFAOYSA-N	trihexyphenidyl
DTGZHCFJNDAHEN-KTHHGNHXSA-N	cephaeline
VQOXZBDYSJBXMA-ISCGSDQNSA-N	nystatin
WYQVAPGDARQUBT-TZXSXNIFSA-N	asiaticoside
IYGYMKDQCDOMRE-MSOLQXFVSA-N	bicuculline
QVCMHGGNRFRMAD-CUFCCSJMSA-N	monocrotaline
UHYVJNPVRRNNLH-NXHRZFHOSA-N	antimycin_A
LUZRJRNZXALNLM-IHUKFHLYSA-N	dihydroergotamine
FVWJYYTZTCVBKE-HOSPYWTJSA-N	betulin
PCZOHLXUXFIOCF-KVVRZSONSA-N	lovastatin
OBZHEBDUNPOCJG-HYQPNPQVSA-N	carbenoxolone
ZVRRAFGIXXGENK-IYPAPVHQSA-N	ethambutol
FPJYMUQSRFJSEW-ZOWNYOTGSA-N	methotrexate
SDGKUVSVPIIUCF-UHFFFAOYSA-N	2,6-dimethylpiperidine
KUFRQPKVAWMTJO-LMZWQJSESA-N	alvespimycin
DPSPPJIUMHPXMA-UHFFFAOYSA-N	flumequine
BHRQIJRLOVHRKH-UHFFFAOYSA-L	pentetic_acid
PCZOHLXUXFIOCF-ZYFIBHMZSA-N	lovastatin
UUQMNUMQCIQDMZ-FIBGUPNXSA-N	betahistine
FCDVEQMNVIBKAU-UHFFFAOYSA-N	aminophylline
XJSFLOJWULLJQS-LIACPWMRSA-N	josamycin
ZUXABONWMNSFBN-GTFORLLLSA-N	clozapine
CURUTKGFNZGFSE-UHFFFAOYSA-N	dicycloverine
FSTGLKRHSQANLP-PQTSNVLCSA-N	meropenem
IWUCXVSUMQZMFG-PLQOEAATSA-N	ribavirin
QUQPHWDTPGMPEX-RBSJMJCGSA-N	hesperidin
WZOZEZRFJCJXNZ-UHFFFAOYSA-M	cefoxitin
JYGXADMDTFJGBT-YSIDNMOHSA-N	hydrocortisone
AXNVHPCVMSNXNP-UHFFFAOYSA-N	beta-escin
VABCILAOYCMVPS-UHFFFAOYSA-N	acenocoumarol
BRZANEXCSZCZCI-UHFFFAOYSA-N	nifenazone
WMLGLMGSFIXSGO-GXPUZEAOSA-N	meteneprost
MWYNOTLRCUQCKD-UHFFFAOYSA-N	terazosin
VKHAHZOOUSRJNA-UHFFFAOYSA-N	mifepristone
VPZRWNZGLKXFOE-UHFFFAOYSA-N	sodium_phenylbutyrate
JWJCTZKFYGDABJ-UHFFFAOYSA-N	metanephrine
RUDATBOHQWOJDD-MNMJWMQQSA-N	ursodeoxycholic_acid
PGBHMTALBVVCIT-QZAOBKRYSA-N	neomycin
FTQDJVZNPJRVPG-XWEVEMRCSA-N	carbenoxolone
YJQPYGGHQPGBLI-KGSXXDOSSA-N	novobiocin
OZLPUNFFCJDMJD-UHFFFAOYSA-N	gallamine_triethiodide
ASUTZQLVASHGKV-HACGYAERSA-N	galantamine
SLRCCWJSBJZJBV-ZQDZILKHSA-N	sparteine
ARDNWGMSCXSPBF-CIUDSAMLSA-N	biotin
XWYBFXIUISNTQG-VKMGZQQJSA-N	alfadolone
LSQZJLSUYDQPKJ-YKLVJOERSA-N	amoxicillin
PLGQWYOULXPJRE-UHFFFAOYSA-N	mebeverine
ZMISODWVFHHWNR-UHFFFAOYSA-N	azacyclonol
HNPNGLGEXIWMNH-TZSSRYMLSA-N	doxorubicin
XOFYZVNMUHMLCC-RBMFNSTISA-N	prednisone
BFYIZQONLCFLEV-UHFFFAOYSA-N	exemestane
WYWIFABBXFUGLM-UHFFFAOYSA-N	oxymetazoline
FWXMZBZIPDMDCJ-UHFFFAOYSA-N	bromopride
XOIQMTLWECTKJL-UHFFFAOYSA-M	monensin
PHVGLTMQBUFIQQ-UHFFFAOYSA-N	nortriptyline
AUVVAXYIELKVAI-UWBTVBNJSA-N	emetine
FDDDEECHVMSUSB-UHFFFAOYSA-N	sulfanilamide
YNVGQYHLRCDXFQ-UEDNIHKISA-N	lynestrenol
JTDYUFSDZATMKU-UHFFFAOYSA-N	scriptaid
DLNQCQJCIITVHC-UHFFFAOYSA-N	hydrastinine
IWUCXVSUMQZMFG-WVBYAZCYSA-N	ribavirin
PXGPLTODNUVGFL-MKIWGZNBSA-N	dinoprost
UEJJHQNACJXSKW-UHFFFAOYSA-N	thalidomide
HIFJCPQKFCZDDL-ITQKTNNISA-N	iloprost
INVGWHRKADIJHF-UHFFFAOYSA-N	sanguinarine
BIYGTUHOPSDWHD-HBHTWFHGSA-N	hydrocortisone
DMUAPQTXSSNEDD-RFXLZPJYSA-N	midecamycin
LQCLVBQBTUVCEQ-PHECHNLPSA-N	troleandomycin
GVEAYVLWDAFXET-XGHATYIMSA-N	pancuronium_bromide
GSOSVVULSKVSLQ-XMCAPODCSA-N	imipenem
ROBVIMPUHSLWNV-UHFFFAOYSA-N	aminoglutethimide
XCGYUJZMCCFSRP-GFCCVEGCSA-N	oxamniquine
DLGOEMSEDOSKAD-LNLMKGTHSA-N	carmustine
WZHJKEUHNJHDLS-JRSYVHTFSA-N	metergoline
VXIMPSPISRVBPZ-NWUMPJBXSA-N	megestrol
DKGZKTPJOSAWFA-MIGPCILRSA-N	spiperone
WZHJKEUHNJHDLS-HARLFGEKSA-N	metergoline
PAZJSJFMUHDSTF-AWEZNQCLSA-N	alprenolol
SBUJHOSQTJFQJX-OEGCVRBXSA-N	kanamycin
TTWJBBZEZQICBI-UHFFFAOYSA-N	metoclopramide
WYQVAPGDARQUBT-NNUNPJGWSA-N	asiaticoside
ASUTZQLVASHGKV-RVSPLBMKSA-N	galantamine
GPRBEKHLDVQUJE-SGCUGGORSA-N	cefotaxime
FZYOVNIOYYPUPY-ZTWDQPHTSA-N	rifampicin
VKHAHZOOUSRJNA-HEGFWCLJSA-N	mifepristone
YVQVOQKFMFRVGR-VGOFMYFVSA-N	furaltadone
CJDRUOGAGYHKKD-UORGRDHFSA-N	ajmaline
WANGFTDWOFGECH-UHFFFAOYSA-N	halofantrine
ZCDNRPPFBQDQHR-SSYATKPKSA-N	syrosingopine
ICTXHFFSOAJUMG-SLHNCBLASA-N	noretynodrel
LREQLEBVOXIEOM-ZETCQYMHSA-N	heptaminol
RRZXIRBKKLTSOM-IPRAJKPQSA-N	abamectin
VCBMBJHCCGOORE-UHFFFAOYSA-N	valinomycin
GURKHSYORGJETM-WAQYZQTGSA-N	irinotecan
HSHGZXNAXBPPDL-VJSCVCEBSA-N	7-aminocephalosporanic_acid
QYQDKDWGWDOFFU-DOMZBBRYSA-N	cefotiam
ZGVSETXHNHBTRK-UHFFFAOYSA-N	solanine
JYGXADMDTFJGBT-VAOHTGRUSA-N	hydrocortisone
ILEDWLMCKZNDJK-UHFFFAOYSA-N	esculetin
RYMZZMVNJRMUDD-ZCBYAYAKSA-N	simvastatin
GQWNECFJGBQMBO-UHFFFAOYSA-N	molindone
TZBJGXHYKVUXJN-UHFFFAOYSA-M	genistein
UIKROCXWUNQSPJ-UTDSSMFPSA-N	cotinine
DLVJMFOLJOOWFS-LMSNBXBHSA-N	depudecin
NNRXCKZMQLFUPL-WBMZRJHASA-N	erythromycin
OJMMVQQUTAEWLP-HZUSHKNOSA-N	lincomycin
WMLGLMGSFIXSGO-LFLCKRLVSA-N	meteneprost
RUDATBOHQWOJDD-WQJIWXJYSA-N	ursodeoxycholic_acid
JYGXADMDTFJGBT-HJIBMGEESA-N	hydrocortisone
FIVHOHCAXWQPGC-UHFFFAOYSA-N	meclofenoxate
HJPMTDNGLRNDJA-ZVXCBTRXSA-N	rimexolone
HYYBABOKPJLUIN-UHFFFAOYSA-N	mefenamic_acid
ORFOPKXBNMVMKC-KZBLUZIOSA-N	ceftazidime
ODQWQRRAPPTVAG-BOPFTXTBSA-N	doxepin
UFYDFVLTTTVZRX-MHUAFMOUSA-N	valproic_acid
WXURHACBFYSXBI-GQKYHHCASA-N	flumetasone
BLJRIMJGRPQVNF-JTQLQIEISA-N	timolol
SPCKHVPPRJWQRZ-UHFFFAOYSA-N	diphenhydramine
IVOMOUWHDPKRLL-KQYNXXCUSA-N	cyclic_adenosine_monophosphate
YFAGHNZHGGCZAX-TUBUQKNSSA-N	dicloxacillin
FNPXMHRZILFCKX-UHFFFAOYSA-N	prednicarbate
ZPEIMTDSQAKGNT-UHFFFAOYSA-N	chlorpromazine
STECJAGHUSJQJN-PMFPHFEJSA-N	scopolamine
SEAUMVPUGNCROD-UHFFFAOYSA-N	haloperidol
PAFLQGGNJDJYBM-OFWVIWDHSA-N	triamcinolone
HUEYSSLYFJVUIS-MRFSYGAJSA-M	emetine
ZQFGRJWRSLZCSQ-ZSFNYQMMSA-N	verteporfin
GPTONYMQFTZPKC-UHFFFAOYSA-N	sulfametoxydiazine
ULGZDMOVFRHVEP-XKNJSDEUSA-N	erythromycin
ODWMXYHUKDMPTR-UHFFFAOYSA-N	sulfachlorpyridazine
FOKFXNCSSXYBSP-UHFFFAOYSA-N	ifenprodil
HOMGKSMUEGBAAB-CQSZACIVSA-N	ifosfamide
MUNWAHDYFVYIKH-WDSKDSINSA-N	betonicine
AXNVHPCVMSNXNP-ZELRDNAQSA-N	beta-escin
YKQOSKADJPQZHB-RGYSVOEGSA-N	colistin
KDLRVYVGXIQJDK-RNYKZQCXSA-N	clindamycin
RZRPTBIGEANTGU-RMIBSVFLSA-N	adrenosterone
WLOHNSSYAXHWNR-ACXHRFKYSA-N	dirithromycin
OWIZTYOMGVTSDP-TXOOBNKBSA-N	ozagrel
YEHCICAEULNIGD-DQYPLQBXSA-N	pergolide
WKSAUQYGYAYLPV-UHFFFAOYSA-O	pyrimethamine
GOBOTBUNHUSDHV-FVWXFDTCSA-N	digoxigenin
PGHMRUGBZOYCAA-OJFQOPKISA-N	ionomycin
SNUCUHZTWXARFO-UHFFFAOYSA-N	betaxolol
NFDFQCUYFHCNBW-UHFFFAOYSA-N	dienestrol
SHIBSTMRCDJXLN-YINGHCGYSA-N	digoxigenin
WYWIFABBXFUGLM-UHFFFAOYSA-O	oxymetazoline
FVTCRASFADXXNN-SCRDCRAPSA-N	riboflavin
YXZVCZUDUJEPPK-UHFFFAOYSA-N	lithocholic_acid
MCSPBPXATWBACD-REVZYDSWSA-N	guanabenz
KSCFJBIXMNOVSH-UHFFFAOYSA-N	diprophylline
FFTVPQUHLQBXQZ-JCNZWBQCSA-N	minocycline
VDUWPHTZYNWKRN-UHFFFAOYSA-N	cinoxacin
CKJQKEYRULLGMO-UHFFFAOYSA-N	dehydrocholic_acid
DANYIYRPLHHOCZ-UHFFFAOYSA-N	acacetin
ITJNARMNRKSWTA-BJUDXGSMSA-N	nisoxetine
NETZHAKZCGBWSS-UHFFFAOYSA-N	nalbuphine
PIMZUZSSNYHVCU-IWCJMVGQSA-N	picrotoxinin
WXNXCEHXYPACJF-UHFFFAOYSA-N	N-acetyl-L-leucine
FBOZXECLQNJBKD-CYBMUJFWSA-N	methotrexate
PPWHTZKZQNXVAE-UHFFFAOYSA-N	tetracaine
URWAJWIAIPFPJE-YFMIWBNJSA-N	sisomicin
ANJTVLIZGCUXLD-VEDVMXKPSA-N	cytisine
ZYFYNZIIOCNPJP-UKIVNFPFSA-O	thiostrepton
QWAXKHKRTORLEM-RWOJMYBOSA-N	saquinavir
XZNUGFQTQHRASN-PHTOHMOASA-N	apramycin
QGJZLNKBHJESQX-CSVDFOEMSA-N	betulinic_acid
ZEAUHIZSRUAMQG-UHFFFAOYSA-N	cyproheptadine
MFYSYFVPBJMHGN-CDBGVDQESA-N	cortisone
SOYKEARSMXGVTM-UHFFFAOYSA-N	chlorphenamine
BCJMNZRQJAVDLD-CQRYIUNCSA-N	retrorsine
NNJPGOLRFBJNIW-PPJXEINESA-N	demecolcine
CPTBDICYNRMXFX-MGVXTIMCSA-N	procarbazine
XKOHIWVZKSEQHP-UHFFFAOYSA-N	sodium_phenylbutyrate
BLPHGTJTLVVCDK-UHFFFAOYSA-N	tolmetin
OZWKMVRBQXNZKK-NSHDSACASA-N	ketorolac
BYPFEZZEUUWMEJ-UHFFFAOYSA-N	pentoxifylline
BFUJHVVEMMWLHC-UHFFFAOYSA-N	fipexide
YBJHBAHKTGYVGT-ZXFLCMHBSA-N	biotin
FIAFUQMPZJWCLV-UHFFFAOYSA-N	suramin_sodium
HOMGKSMUEGBAAB-AWEZNQCLSA-N	ifosfamide
PGBHMTALBVVCIT-UHFFFAOYSA-N	neomycin
FVWJYYTZTCVBKE-HKUCOEKDSA-N	betulin
PIMZUZSSNYHVCU-LJGWEWMTSA-N	picrotoxinin
PDMMFKSKQVNJMI-BLQWBTBKSA-N	testosterone
ACTOXUHEUCPTEW-JNQYENBPSA-N	spiramycin
YNVGQYHLRCDXFQ-XGXHKTLJSA-N	lynestrenol
YEHCICAEULNIGD-SKDZVZGDSA-N	pergolide
QWAXKHKRTORLEM-UGJKXSETSA-N	saquinavir
HOINKADHQFOFSU-GMGGCZTISA-N	hydrocortisone
LJJKNPQAGWVLDQ-UHFFFAOYSA-N	DL-thiorphan
ALHAPFWKPNJDLW-FCDINTFISA-M	alcuronium_chloride
LQOLIRLGBULYKD-UHFFFAOYSA-M	cloxacillin
DFPMSGMNTNDNHN-NPDMSNFISA-N	naringin
LJEGSODBOSHOTM-UHFFFAOYSA-M	hexestrol
QCHFTSOMWOSFHM-WCBMZHEXSA-N	pilocarpine
QTQAWLPCGQOSGP-PZFDIWMTSA-N	geldanamycin
KLOHDWPABZXLGI-UHFFFAOYSA-M	ampicillin
ARFHIAQFJWUCFH-IZZDOVSWSA-N	nifurtimox
XRXDAJYKGWNHTQ-UHFFFAOYSA-N	quipazine
SOBYTUYXBBGSHH-UHFFFAOYSA-N	vanoxerine
OUWBPZUNULDEGP-UHFFFAOYSA-N	trimethoprim
LEZWWPYKPKIXLL-UHFFFAOYSA-N	econazole
GMVPRGQOIOIIMI-BGXCYISASA-N	alprostadil
ZCDNRPPFBQDQHR-ZXQAIMBNSA-N	syrosingopine
JWJCTZKFYGDABJ-VIFPVBQESA-N	metanephrine
WYQVAPGDARQUBT-LTLCQFKNSA-N	asiaticoside
NBQNWMBBSKPBAY-UHFFFAOYSA-N	iodixanol
RUDATBOHQWOJDD-YOZIGNMQSA-N	ursodeoxycholic_acid
LPUBIDJYIRFDOT-UHFFFAOYSA-N	genistein
YUGZHQHSNYIFLG-FQEVSTJZSA-N	diperodon
NTHXOOBQLCIOLC-GMTAPVOTSA-N	iohexol
VRYALKFFQXWPIH-PBXRRBTRSA-N	2-deoxy-D-glucose
URBFHJWLYXILMP-VOMIJIAVSA-N	hydrastine_hydrochloride
LBXHRAWDUMTPSE-UHFFFAOYSA-N	clopamide
GSDSWSVVBLHKDQ-JTQLQIEISA-N	ofloxacin
USIUVYZYUHIAEV-UHFFFAOYSA-N	fenoprofen
DUHUCHOQIDJXAT-OLVMNOGESA-N	alfaxalone
LBBJNGFCXDOYMQ-UHFFFAOYSA-N	harmol
SZLZWPPUNLXJEA-LAFLMMDJSA-N	rescinnamine
ZDIGNSYAACHWNL-UHFFFAOYSA-N	brompheniramine
HNXONNXIAJJXPE-UHFFFAOYSA-L	methylbenzethonium_chloride
JFSXBMIFXZFKHD-ZDDLGXCGSA-N	digoxin
QJJXYPPXXYFBGM-DRYNJQLHSA-N	tacrolimus
OQANPHBRHBJGNZ-BKUYFWCQSA-N	sulfasalazine
RKUNBYITZUJHSG-AUSYRVNMSA-N	hyoscyamine
JXLYSJRDGCGARV-RUFMUYJISA-P	vinblastine
FPUXKXIZEIDQKW-UHFFFAOYSA-N	ginkgolide_A
GMVPRGQOIOIIMI-UHFFFAOYSA-N	alprostadil
MUNWAHDYFVYIKH-NTSWFWBYSA-N	betonicine
HKSZLNNOFSGOKW-KREMMBLBSA-N	staurosporine
ZGUGWUXLJSTTMA-BJUDXGSMSA-N	promazine
KUVIULQEHSCUHY-XYWKZLDCSA-N	beclometasone
ODUOJXZPIYUATO-LJQANCHMSA-N	racecadotril
RXPRRQLKFXBCSJ-DQVLVPHSSA-N	vincamine
UEQUQVLFIPOEMF-GOSISDBHSA-N	mianserin
WCGUUGGRBIKTOS-HZEBJKRWSA-N	ursolic_acid
WOLHOYHSEKDWQH-UHFFFAOYSA-N	amantadine
NKANXQFJJICGDU-CGYKGYBGSA-N	tamoxifen
ODUOJXZPIYUATO-UHFFFAOYSA-N	racecadotril
QFJCIRLUMZQUOT-NLPZOAPNSA-N	sirolimus
CHNXZKVNWQUJIB-RLLAOZKESA-N	ethisterone
DFPMSGMNTNDNHN-VVEPWVCASA-N	naringin
RZFNKJVCPDLQQA-UHFFFAOYSA-N	mepacrine
ZSKVGTPCRGIANV-ZXFLCMHBSA-N	imipenem
APKFDSVGJQXUKY-HVWDQUDISA-N	amphotericin_B
JXBBWYGMTNAYNM-UHFFFAOYSA-N	bepridil
GMVNXBGNKSQHIT-NSHDSACASA-N	norfloxacin
XJLSEXAGTJCILF-UHFFFAOYSA-N	nipecotic_acid
LOUPRKONTZGTKE-QPWZMSJCSA-N	quinidine
ASUTZQLVASHGKV-IODVEAFESA-N	galantamine
XOFYZVNMUHMLCC-UHFFFAOYSA-N	prednisone
LFVPBERIVUNMGV-UHFFFAOYSA-N	fasudil
FBOZXECLQNJBKD-UHFFFAOYSA-L	methotrexate
VJJPUSNTGOMMGY-BQZFVAJISA-N	etoposide
WFUGJIWKCBYGJL-UHFFFAOYSA-N	probenecid
VYVKHNNGDFVQGA-UHFFFAOYSA-N	mebeverine
FYQXODZRNSCOTR-MJANIZQOSA-N	atractyloside
MYPYJXKWCTUITO-RVDFHHILSA-N	vancomycin
XPEJRQSXLRKGBZ-UHFFFAOYSA-N	nitrofural
IAVUPMFITXYVAF-ALCJAUTMSA-N	dorzolamide
